"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+1.53699628285E+007, -1.56198817934E-001, +0.00000000000E+000
+1.54456678179E+007, -1.56513407047E-001, +0.00000000000E+000
+1.55213728073E+007, -1.56539216583E-001, +0.00000000000E+000
+1.55970777968E+007, -1.56713919123E-001, +0.00000000000E+000
+1.56727827862E+007, -1.56657730529E-001, +0.00000000000E+000
+1.57484877756E+007, -1.56926011950E-001, +0.00000000000E+000
+1.58241927650E+007, -1.57198404568E-001, +0.00000000000E+000
+1.58998977545E+007, -1.57405585302E-001, +0.00000000000E+000
+1.59756027439E+007, -1.57551567467E-001, +0.00000000000E+000
+1.60513077333E+007, -1.57388898173E-001, +0.00000000000E+000
+1.61270127227E+007, -1.57548176225E-001, +0.00000000000E+000
+1.62027177122E+007, -1.57661964855E-001, +0.00000000000E+000
+1.62784227016E+007, -1.57876504187E-001, +0.00000000000E+000
+1.63541276910E+007, -1.57951031725E-001, +0.00000000000E+000
+1.64298326804E+007, -1.58170904937E-001, +0.00000000000E+000
+1.65055376699E+007, -1.58083394223E-001, +0.00000000000E+000
+1.65812426593E+007, -1.58326839790E-001, +0.00000000000E+000
+1.66569476487E+007, -1.58570985778E-001, +0.00000000000E+000
+1.67326526381E+007, -1.58665109407E-001, +0.00000000000E+000
+1.68083576275E+007, -1.58843051326E-001, +0.00000000000E+000
+1.68840626170E+007, -1.58855835387E-001, +0.00000000000E+000
+1.69597676064E+007, -1.59358765940E-001, +0.00000000000E+000
+1.70354725958E+007, -1.59326005768E-001, +0.00000000000E+000
+1.71111775852E+007, -1.59362090206E-001, +0.00000000000E+000
+1.71868825747E+007, -1.59342998011E-001, +0.00000000000E+000
+1.72625875641E+007, -1.59635750594E-001, +0.00000000000E+000
+1.73382925535E+007, -1.59813256180E-001, +0.00000000000E+000
+1.74139975429E+007, -1.59885872976E-001, +0.00000000000E+000
+1.74897025324E+007, -1.60112119049E-001, +0.00000000000E+000
+1.75654075218E+007, -1.60106250039E-001, +0.00000000000E+000
+1.76411125112E+007, -1.60191776959E-001, +0.00000000000E+000
+1.77168175006E+007, -1.60459615912E-001, +0.00000000000E+000
+1.77925224901E+007, -1.60561089512E-001, +0.00000000000E+000
+1.78682274795E+007, -1.60619407535E-001, +0.00000000000E+000
+1.79439324689E+007, -1.60828382117E-001, +0.00000000000E+000
+1.80196374583E+007, -1.61140221443E-001, +0.00000000000E+000
+1.80953424477E+007, -1.61077934367E-001, +0.00000000000E+000
+1.81710474372E+007, -1.61299719258E-001, +0.00000000000E+000
+1.82467524266E+007, -1.61477265350E-001, +0.00000000000E+000
+1.83224574160E+007, -1.61440079666E-001, +0.00000000000E+000
+1.83981624054E+007, -1.61791046880E-001, +0.00000000000E+000
+1.84738673949E+007, -1.61797437316E-001, +0.00000000000E+000
+1.85495723843E+007, -1.62108074881E-001, +0.00000000000E+000
+1.86252773737E+007, -1.62166018117E-001, +0.00000000000E+000
+1.87009823631E+007, -1.62310044046E-001, +0.00000000000E+000
+1.87766873526E+007, -1.62181314985E-001, +0.00000000000E+000
+1.88523923420E+007, -1.62481587741E-001, +0.00000000000E+000
+1.89280973314E+007, -1.62648391176E-001, +0.00000000000E+000
+1.90038023208E+007, -1.62890545065E-001, +0.00000000000E+000
+1.90795073103E+007, -1.63158644818E-001, +0.00000000000E+000
+1.91552122997E+007, -1.63364008721E-001, +0.00000000000E+000
+1.92309172891E+007, -1.63245083057E-001, +0.00000000000E+000
+1.93196831702E+007, -1.63344994833E-001, +0.00000000000E+000
+1.94249226079E+007, -1.63679270370E-001, +0.00000000000E+000
+1.95301620456E+007, -1.63857024719E-001, +0.00000000000E+000
+1.96354014833E+007, -1.63874305536E-001, +0.00000000000E+000
+1.97406409210E+007, -1.64501257415E-001, +0.00000000000E+000
+1.98458803588E+007, -1.64737285058E-001, +0.00000000000E+000
+1.99511197965E+007, -1.64816411637E-001, +0.00000000000E+000
+2.00563592342E+007, -1.64996207491E-001, +0.00000000000E+000
+2.01615986719E+007, -1.65361244101E-001, +0.00000000000E+000
+2.02668381096E+007, -1.65735330408E-001, +0.00000000000E+000
+2.03720775474E+007, -1.65921520946E-001, +0.00000000000E+000
+2.04773169851E+007, -1.65969935194E-001, +0.00000000000E+000
+2.05825564228E+007, -1.66375458695E-001, +0.00000000000E+000
+2.06877958605E+007, -1.66534574475E-001, +0.00000000000E+000
+2.07930352982E+007, -1.66867240842E-001, +0.00000000000E+000
+2.08982747359E+007, -1.66994475133E-001, +0.00000000000E+000
+2.10035141737E+007, -1.67270647446E-001, +0.00000000000E+000
+2.11087536114E+007, -1.67518271108E-001, +0.00000000000E+000
+2.12139930491E+007, -1.67680079930E-001, +0.00000000000E+000
+2.13192324868E+007, -1.68019551660E-001, +0.00000000000E+000
+2.14244719245E+007, -1.68138591828E-001, +0.00000000000E+000
+2.15297113623E+007, -1.68402365974E-001, +0.00000000000E+000
+2.16349508000E+007, -1.68634775164E-001, +0.00000000000E+000
+2.17401902377E+007, -1.69017164890E-001, +0.00000000000E+000
+2.18454296754E+007, -1.69168356376E-001, +0.00000000000E+000
+2.19506691131E+007, -1.69225380436E-001, +0.00000000000E+000
+2.20559085509E+007, -1.69889302024E-001, +0.00000000000E+000
+2.21611479886E+007, -1.69784362187E-001, +0.00000000000E+000
+2.22663874263E+007, -1.70332123683E-001, +0.00000000000E+000
+2.23716268640E+007, -1.70514814205E-001, +0.00000000000E+000
+2.24768663017E+007, -1.70820939114E-001, +0.00000000000E+000
+2.25821057394E+007, -1.70940895712E-001, +0.00000000000E+000
+2.26873451772E+007, -1.71270271626E-001, +0.00000000000E+000
+2.27925846149E+007, -1.71494226175E-001, +0.00000000000E+000
+2.28978240526E+007, -1.71706226196E-001, +0.00000000000E+000
+2.30030634903E+007, -1.72270760775E-001, +0.00000000000E+000
+2.31083029280E+007, -1.72432715282E-001, +0.00000000000E+000
+2.32135423658E+007, -1.72805060342E-001, +0.00000000000E+000
+2.33187818035E+007, -1.73044599740E-001, +0.00000000000E+000
+2.34240212412E+007, -1.73429631184E-001, +0.00000000000E+000
+2.35292606789E+007, -1.73587840268E-001, +0.00000000000E+000
+2.36345001166E+007, -1.74163029442E-001, +0.00000000000E+000
+2.37397395544E+007, -1.74168156905E-001, +0.00000000000E+000
+2.38449789921E+007, -1.74600498220E-001, +0.00000000000E+000
+2.39502184298E+007, -1.74567928067E-001, +0.00000000000E+000
+2.40554578675E+007, -1.75042305272E-001, +0.00000000000E+000
+2.41606973052E+007, -1.75366475079E-001, +0.00000000000E+000
+2.42659367429E+007, -1.75790272825E-001, +0.00000000000E+000
+2.43711761807E+007, -1.76207073758E-001, +0.00000000000E+000
+2.44764156184E+007, -1.76305541906E-001, +0.00000000000E+000
+2.45816550561E+007, -1.76739036866E-001, +0.00000000000E+000
+2.46868944938E+007, -1.77047401166E-001, +0.00000000000E+000
+2.47921339315E+007, -1.77159029818E-001, +0.00000000000E+000
+2.48973733693E+007, -1.77442170496E-001, +0.00000000000E+000
+2.50026128070E+007, -1.77641334124E-001, +0.00000000000E+000
+2.51078522447E+007, -1.78155496621E-001, +0.00000000000E+000
+2.52130916824E+007, -1.78619621660E-001, +0.00000000000E+000
+2.53183311201E+007, -1.78769844833E-001, +0.00000000000E+000
+2.54235705578E+007, -1.79226999985E-001, +0.00000000000E+000
+2.55288099956E+007, -1.79654489379E-001, +0.00000000000E+000
+2.56340494333E+007, -1.79684964104E-001, +0.00000000000E+000
+2.57392888710E+007, -1.80236893390E-001, +0.00000000000E+000
+2.58445283087E+007, -1.80591115610E-001, +0.00000000000E+000
+2.59497677464E+007, -1.80967370342E-001, +0.00000000000E+000
+2.60550071842E+007, -1.81230778562E-001, +0.00000000000E+000
+2.61602466219E+007, -1.81586831581E-001, +0.00000000000E+000
+2.62654860596E+007, -1.81913577588E-001, +0.00000000000E+000
+2.63707254973E+007, -1.82123113916E-001, +0.00000000000E+000
+2.64759649350E+007, -1.82496961508E-001, +0.00000000000E+000
+2.65812043728E+007, -1.82987191716E-001, +0.00000000000E+000
+2.66864438105E+007, -1.83307982845E-001, +0.00000000000E+000
+2.67916832482E+007, -1.83718651220E-001, +0.00000000000E+000
+2.69153480393E+007, -1.84101268202E-001, +0.00000000000E+000
+2.70616076803E+007, -1.84843601981E-001, +0.00000000000E+000
+2.72078673213E+007, -1.85237178665E-001, +0.00000000000E+000
+2.73541269623E+007, -1.85845671687E-001, +0.00000000000E+000
+2.75003866033E+007, -1.86215200518E-001, +0.00000000000E+000
+2.76466462443E+007, -1.86955040234E-001, +0.00000000000E+000
+2.77929058853E+007, -1.87153032788E-001, +0.00000000000E+000
+2.79391655263E+007, -1.87706486198E-001, +0.00000000000E+000
+2.80854251673E+007, -1.88134360338E-001, +0.00000000000E+000
+2.82316848083E+007, -1.88643839745E-001, +0.00000000000E+000
+2.83779444493E+007, -1.89263689030E-001, +0.00000000000E+000
+2.85242040903E+007, -1.89420680724E-001, +0.00000000000E+000
+2.86704637313E+007, -1.90497198229E-001, +0.00000000000E+000
+2.88167233724E+007, -1.91086869207E-001, +0.00000000000E+000
+2.89629830134E+007, -1.91695830261E-001, +0.00000000000E+000
+2.91092426544E+007, -1.92240670669E-001, +0.00000000000E+000
+2.92555022954E+007, -1.92809127848E-001, +0.00000000000E+000
+2.94017619364E+007, -1.93344800924E-001, +0.00000000000E+000
+2.95480215774E+007, -1.93970544366E-001, +0.00000000000E+000
+2.96942812184E+007, -1.94326652332E-001, +0.00000000000E+000
+2.98405408594E+007, -1.95116774926E-001, +0.00000000000E+000
+2.99868005004E+007, -1.95531315955E-001, +0.00000000000E+000
+3.01330601414E+007, -1.96196838184E-001, +0.00000000000E+000
+3.02793197824E+007, -1.97167321402E-001, +0.00000000000E+000
+3.04255794234E+007, -1.97517768196E-001, +0.00000000000E+000
+3.05718390644E+007, -1.98044479562E-001, +0.00000000000E+000
+3.07180987054E+007, -1.98887593237E-001, +0.00000000000E+000
+3.08643583464E+007, -1.99378054926E-001, +0.00000000000E+000
+3.10106179874E+007, -2.00012208059E-001, +0.00000000000E+000
+3.11568776285E+007, -2.00638602120E-001, +0.00000000000E+000
+3.13031372695E+007, -2.01136463827E-001, +0.00000000000E+000
+3.14493969105E+007, -2.02157831401E-001, +0.00000000000E+000
+3.15956565515E+007, -2.02341738056E-001, +0.00000000000E+000
+3.17419161925E+007, -2.03508003889E-001, +0.00000000000E+000
+3.18881758335E+007, -2.04338608884E-001, +0.00000000000E+000
+3.20344354745E+007, -2.04656442124E-001, +0.00000000000E+000
+3.21806951155E+007, -2.05431228352E-001, +0.00000000000E+000
+3.23269547565E+007, -2.06188689279E-001, +0.00000000000E+000
+3.24732143975E+007, -2.06663394088E-001, +0.00000000000E+000
+3.26194740385E+007, -2.07781169050E-001, +0.00000000000E+000
+3.27657336795E+007, -2.08329476086E-001, +0.00000000000E+000
+3.29119933205E+007, -2.09077920165E-001, +0.00000000000E+000
+3.30582529615E+007, -2.09840483488E-001, +0.00000000000E+000
+3.32045126025E+007, -2.10523083222E-001, +0.00000000000E+000
+3.33507722436E+007, -2.11046463625E-001, +0.00000000000E+000
+3.34970318846E+007, -2.12043573507E-001, +0.00000000000E+000
+3.36432915256E+007, -2.12811936281E-001, +0.00000000000E+000
+3.37895511666E+007, -2.13208294753E-001, +0.00000000000E+000
+3.39358108076E+007, -2.14091571574E-001, +0.00000000000E+000
+3.40820704486E+007, -2.14994873848E-001, +0.00000000000E+000
+3.42283300896E+007, -2.15691140283E-001, +0.00000000000E+000
+3.43745897306E+007, -2.16498813362E-001, +0.00000000000E+000
+3.45208493716E+007, -2.17224401388E-001, +0.00000000000E+000
+3.46671090126E+007, -2.18352749947E-001, +0.00000000000E+000
+3.48133686536E+007, -2.18842770076E-001, +0.00000000000E+000
+3.49596282946E+007, -2.19764916602E-001, +0.00000000000E+000
+3.51058879356E+007, -2.20907447910E-001, +0.00000000000E+000
+3.52521475766E+007, -2.21687181706E-001, +0.00000000000E+000
+3.53984072176E+007, -2.22434543195E-001, +0.00000000000E+000
+3.55446668586E+007, -2.23275876859E-001, +0.00000000000E+000
+3.56909264997E+007, -2.24128951322E-001, +0.00000000000E+000
+3.58371861407E+007, -2.24811768273E-001, +0.00000000000E+000
+3.59834457817E+007, -2.25501983365E-001, +0.00000000000E+000
+3.61297054227E+007, -2.26758571537E-001, +0.00000000000E+000
+3.62759650637E+007, -2.27744483067E-001, +0.00000000000E+000
+3.64222247047E+007, -2.28626483427E-001, +0.00000000000E+000
+3.65684843457E+007, -2.29357315345E-001, +0.00000000000E+000
+3.67147439867E+007, -2.30623145446E-001, +0.00000000000E+000
+3.68610036277E+007, -2.31427383739E-001, +0.00000000000E+000
+3.70072632687E+007, -2.32102525413E-001, +0.00000000000E+000
+3.71535229097E+007, -2.33466417510E-001, +0.00000000000E+000
+3.73250157796E+007, -2.34221871435E-001, +0.00000000000E+000
+3.75283350389E+007, -2.35719743709E-001, +0.00000000000E+000
+3.77316542983E+007, -2.37129117169E-001, +0.00000000000E+000
+3.79349735577E+007, -2.38342372491E-001, +0.00000000000E+000
+3.81382928171E+007, -2.40037310129E-001, +0.00000000000E+000
+3.83416120764E+007, -2.41209812273E-001, +0.00000000000E+000
+3.85449313358E+007, -2.42686037597E-001, +0.00000000000E+000
+3.87482505952E+007, -2.43955921303E-001, +0.00000000000E+000
+3.89515698546E+007, -2.45578004768E-001, +0.00000000000E+000
+3.91548891139E+007, -2.47132526560E-001, +0.00000000000E+000
+3.93582083733E+007, -2.48723738889E-001, +0.00000000000E+000
+3.95615276327E+007, -2.50705809275E-001, +0.00000000000E+000
+3.97648468920E+007, -2.51576097349E-001, +0.00000000000E+000
+3.99681661514E+007, -2.53726948833E-001, +0.00000000000E+000
+4.01714854108E+007, -2.54953216363E-001, +0.00000000000E+000
+4.03748046702E+007, -2.56949858984E-001, +0.00000000000E+000
+4.05781239295E+007, -2.58169678705E-001, +0.00000000000E+000
+4.07814431889E+007, -2.60454547840E-001, +0.00000000000E+000
+4.09847624483E+007, -2.61718515104E-001, +0.00000000000E+000
+4.11880817077E+007, -2.63138776428E-001, +0.00000000000E+000
+4.13914009670E+007, -2.65448329543E-001, +0.00000000000E+000
+4.15947202264E+007, -2.67143676739E-001, +0.00000000000E+000
+4.17980394858E+007, -2.68880442319E-001, +0.00000000000E+000
+4.20013587452E+007, -2.70799679635E-001, +0.00000000000E+000
+4.22046780045E+007, -2.72817755249E-001, +0.00000000000E+000
+4.24079972639E+007, -2.74324740803E-001, +0.00000000000E+000
+4.26113165233E+007, -2.76204640616E-001, +0.00000000000E+000
+4.28146357826E+007, -2.78252393965E-001, +0.00000000000E+000
+4.30179550420E+007, -2.80214812610E-001, +0.00000000000E+000
+4.32212743014E+007, -2.82122064693E-001, +0.00000000000E+000
+4.34245935608E+007, -2.84202608430E-001, +0.00000000000E+000
+4.36279128201E+007, -2.86379675037E-001, +0.00000000000E+000
+4.38312320795E+007, -2.88583306604E-001, +0.00000000000E+000
+4.40345513389E+007, -2.90213834047E-001, +0.00000000000E+000
+4.42378705983E+007, -2.92803332525E-001, +0.00000000000E+000
+4.44411898576E+007, -2.95082162606E-001, +0.00000000000E+000
+4.46445091170E+007, -2.96855320847E-001, +0.00000000000E+000
+4.48478283764E+007, -2.99218371453E-001, +0.00000000000E+000
+4.50511476357E+007, -3.01337889323E-001, +0.00000000000E+000
+4.52544668951E+007, -3.03554339755E-001, +0.00000000000E+000
+4.54577861545E+007, -3.05910648635E-001, +0.00000000000E+000
+4.56611054139E+007, -3.08464915542E-001, +0.00000000000E+000
+4.58644246732E+007, -3.10882314915E-001, +0.00000000000E+000
+4.60677439326E+007, -3.12873953525E-001, +0.00000000000E+000
+4.62710631920E+007, -3.15527324510E-001, +0.00000000000E+000
+4.64743824514E+007, -3.18385945614E-001, +0.00000000000E+000
+4.66777017107E+007, -3.20528303200E-001, +0.00000000000E+000
+4.68810209701E+007, -3.23429235705E-001, +0.00000000000E+000
+4.70843402295E+007, -3.25736720890E-001, +0.00000000000E+000
+4.72876594889E+007, -3.28798044595E-001, +0.00000000000E+000
+4.74909787482E+007, -3.31706986485E-001, +0.00000000000E+000
+4.76942980076E+007, -3.33868297069E-001, +0.00000000000E+000
+4.78976172670E+007, -3.36954587958E-001, +0.00000000000E+000
+4.81009365263E+007, -3.39715393422E-001, +0.00000000000E+000
+4.83042557857E+007, -3.42644992795E-001, +0.00000000000E+000
+4.85075750451E+007, -3.45607951928E-001, +0.00000000000E+000
+4.87108943045E+007, -3.48632575340E-001, +0.00000000000E+000
+4.89142135638E+007, -3.51708673700E-001, +0.00000000000E+000
+4.91175328232E+007, -3.55044048133E-001, +0.00000000000E+000
+4.93208520826E+007, -3.57707703008E-001, +0.00000000000E+000
+4.95241713420E+007, -3.61218019685E-001, +0.00000000000E+000
+4.97274906013E+007, -3.64498687329E-001, +0.00000000000E+000
+4.99308098607E+007, -3.67887801104E-001, +0.00000000000E+000
+5.01341291201E+007, -3.71577659165E-001, +0.00000000000E+000
+5.03374483794E+007, -3.74419708014E-001, +0.00000000000E+000
+5.05407676388E+007, -3.77876119959E-001, +0.00000000000E+000
+5.07440868982E+007, -3.81630289812E-001, +0.00000000000E+000
+5.09474061576E+007, -3.85258028648E-001, +0.00000000000E+000
+5.11507254169E+007, -3.89020749348E-001, +0.00000000000E+000
+5.13540446763E+007, -3.92976331656E-001, +0.00000000000E+000
+5.15573639357E+007, -3.96367029006E-001, +0.00000000000E+000
+5.17606831951E+007, -4.00131091093E-001, +0.00000000000E+000
+5.19995996534E+007, -4.05252433925E-001, +0.00000000000E+000
+5.22821686458E+007, -4.10286835425E-001, +0.00000000000E+000
+5.25647376383E+007, -4.15893283526E-001, +0.00000000000E+000
+5.28473066308E+007, -4.21951842511E-001, +0.00000000000E+000
+5.31298756233E+007, -4.27864289654E-001, +0.00000000000E+000
+5.34124446158E+007, -4.34473800456E-001, +0.00000000000E+000
+5.36950136082E+007, -4.39817735793E-001, +0.00000000000E+000
+5.39775826007E+007, -4.46673555804E-001, +0.00000000000E+000
+5.42601515932E+007, -4.53798636204E-001, +0.00000000000E+000
+5.45427205857E+007, -4.60781027693E-001, +0.00000000000E+000
+5.48252895782E+007, -4.67649199695E-001, +0.00000000000E+000
+5.51078585707E+007, -4.73908986221E-001, +0.00000000000E+000
+5.53904275631E+007, -4.81796659164E-001, +0.00000000000E+000
+5.56729965556E+007, -4.89724867822E-001, +0.00000000000E+000
+5.59555655481E+007, -4.96860019092E-001, +0.00000000000E+000
+5.62381345406E+007, -5.04975985706E-001, +0.00000000000E+000
+5.65207035331E+007, -5.12950571071E-001, +0.00000000000E+000
+5.68032725256E+007, -5.21518791080E-001, +0.00000000000E+000
+5.70858415180E+007, -5.30179950583E-001, +0.00000000000E+000
+5.73684105105E+007, -5.38910332020E-001, +0.00000000000E+000
+5.76509795030E+007, -5.47913423053E-001, +0.00000000000E+000
+5.79335484955E+007, -5.57308919007E-001, +0.00000000000E+000
+5.82161174880E+007, -5.66702502663E-001, +0.00000000000E+000
+5.84986864805E+007, -5.76199695154E-001, +0.00000000000E+000
+5.87812554729E+007, -5.87311558674E-001, +0.00000000000E+000
+5.90638244654E+007, -5.97797121966E-001, +0.00000000000E+000
+5.93463934579E+007, -6.08906150023E-001, +0.00000000000E+000
+5.96289624504E+007, -6.19719477194E-001, +0.00000000000E+000
+5.99115314429E+007, -6.30396013231E-001, +0.00000000000E+000
+6.01941004353E+007, -6.42497325754E-001, +0.00000000000E+000
+6.04766694278E+007, -6.55207711113E-001, +0.00000000000E+000
+6.07592384203E+007, -6.67810727612E-001, +0.00000000000E+000
+6.10418074128E+007, -6.80303807040E-001, +0.00000000000E+000
+6.13243764053E+007, -6.93759102359E-001, +0.00000000000E+000
+6.16069453978E+007, -7.06693112834E-001, +0.00000000000E+000
+6.18895143902E+007, -7.20874300750E-001, +0.00000000000E+000
+6.21720833827E+007, -7.36637986899E-001, +0.00000000000E+000
+6.24546523752E+007, -7.51409352827E-001, +0.00000000000E+000
+6.27372213677E+007, -7.66433598472E-001, +0.00000000000E+000
+6.30197903602E+007, -7.82890527789E-001, +0.00000000000E+000
+6.33023593527E+007, -7.99499922544E-001, +0.00000000000E+000
+6.35849283451E+007, -8.16301393601E-001, +0.00000000000E+000
+6.38674973376E+007, -8.34263019664E-001, +0.00000000000E+000
+6.41500663301E+007, -8.52617116257E-001, +0.00000000000E+000
+6.44326353226E+007, -8.71493594516E-001, +0.00000000000E+000
+6.47152043151E+007, -8.92298709356E-001, +0.00000000000E+000
+6.49977733076E+007, -9.11410496098E-001, +0.00000000000E+000
+6.52803423000E+007, -9.32920806697E-001, +0.00000000000E+000
+6.55629112925E+007, -9.54909171896E-001, +0.00000000000E+000
+6.58454802850E+007, -9.77996046384E-001, +0.00000000000E+000
+6.61280492775E+007, -1.00057842118E+000, +0.00000000000E+000
+6.64106182700E+007, -1.02580020583E+000, +0.00000000000E+000
+6.66931872624E+007, -1.05036572095E+000, +0.00000000000E+000
+6.69757562549E+007, -1.07693581780E+000, +0.00000000000E+000
+6.72583252474E+007, -1.10495800339E+000, +0.00000000000E+000
+6.75408942399E+007, -1.13264076123E+000, +0.00000000000E+000
+6.78234632324E+007, -1.16204674997E+000, +0.00000000000E+000
+6.81060322249E+007, -1.19235258417E+000, +0.00000000000E+000
+6.83886012173E+007, -1.22418588373E+000, +0.00000000000E+000
+6.86711702098E+007, -1.25777055642E+000, +0.00000000000E+000
+6.89537392023E+007, -1.29247105559E+000, +0.00000000000E+000
+6.92363081948E+007, -1.32856282885E+000, +0.00000000000E+000
+6.95188771873E+007, -1.36614493277E+000, +0.00000000000E+000
