"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.56727827862E+007, -3.55900723249E+001, +0.00000000000E+000
+1.57484877756E+007, -3.55083939008E+001, +0.00000000000E+000
+1.58241927650E+007, -3.54212391239E+001, +0.00000000000E+000
+1.58998977545E+007, -3.53408273257E+001, +0.00000000000E+000
+1.59756027439E+007, -3.52659756816E+001, +0.00000000000E+000
+1.60513077333E+007, -3.51752411300E+001, +0.00000000000E+000
+1.61270127227E+007, -3.50999201840E+001, +0.00000000000E+000
+1.62027177122E+007, -3.50228998222E+001, +0.00000000000E+000
+1.62784227016E+007, -3.49401775403E+001, +0.00000000000E+000
+1.63541276910E+007, -3.48628107764E+001, +0.00000000000E+000
+1.64298326804E+007, -3.47748928824E+001, +0.00000000000E+000
+1.65055376699E+007, -3.47055114466E+001, +0.00000000000E+000
+1.65812426593E+007, -3.46273743430E+001, +0.00000000000E+000
+1.66569476487E+007, -3.45528551454E+001, +0.00000000000E+000
+1.67326526381E+007, -3.44663728728E+001, +0.00000000000E+000
+1.68083576275E+007, -3.43959213507E+001, +0.00000000000E+000
+1.68840626170E+007, -3.43159441150E+001, +0.00000000000E+000
+1.69597676064E+007, -3.42425703945E+001, +0.00000000000E+000
+1.70354725958E+007, -3.41611789481E+001, +0.00000000000E+000
+1.71111775852E+007, -3.40959590379E+001, +0.00000000000E+000
+1.71868825747E+007, -3.40180657715E+001, +0.00000000000E+000
+1.72625875641E+007, -3.39384134916E+001, +0.00000000000E+000
+1.73382925535E+007, -3.38557719445E+001, +0.00000000000E+000
+1.74139975429E+007, -3.37838606292E+001, +0.00000000000E+000
+1.74897025324E+007, -3.37114538546E+001, +0.00000000000E+000
+1.75654075218E+007, -3.36433489601E+001, +0.00000000000E+000
+1.76411125112E+007, -3.35680803632E+001, +0.00000000000E+000
+1.77168175006E+007, -3.34953371849E+001, +0.00000000000E+000
+1.77925224901E+007, -3.34174491790E+001, +0.00000000000E+000
+1.78682274795E+007, -3.33541478885E+001, +0.00000000000E+000
+1.79439324689E+007, -3.32730607757E+001, +0.00000000000E+000
+1.80196374583E+007, -3.32055361835E+001, +0.00000000000E+000
+1.80953424477E+007, -3.31318510819E+001, +0.00000000000E+000
+1.81710474372E+007, -3.30603339446E+001, +0.00000000000E+000
+1.82467524266E+007, -3.29931092338E+001, +0.00000000000E+000
+1.83224574160E+007, -3.29176071093E+001, +0.00000000000E+000
+1.83981624054E+007, -3.28417561403E+001, +0.00000000000E+000
+1.84738673949E+007, -3.27799588460E+001, +0.00000000000E+000
+1.85495723843E+007, -3.27063799937E+001, +0.00000000000E+000
+1.86252773737E+007, -3.26457694039E+001, +0.00000000000E+000
+1.87009823631E+007, -3.25690864369E+001, +0.00000000000E+000
+1.87766873526E+007, -3.25041030977E+001, +0.00000000000E+000
+1.88523923420E+007, -3.24312784428E+001, +0.00000000000E+000
+1.89280973314E+007, -3.23608932923E+001, +0.00000000000E+000
+1.90038023208E+007, -3.22945526431E+001, +0.00000000000E+000
+1.90795073103E+007, -3.22233669475E+001, +0.00000000000E+000
+1.91552122997E+007, -3.21571185104E+001, +0.00000000000E+000
+1.92309172891E+007, -3.20902427034E+001, +0.00000000000E+000
+1.93196831702E+007, -3.20131745247E+001, +0.00000000000E+000
+1.94249226079E+007, -3.19176812738E+001, +0.00000000000E+000
+1.95301620456E+007, -3.18240180275E+001, +0.00000000000E+000
+1.96354014833E+007, -3.17343507264E+001, +0.00000000000E+000
+1.97406409210E+007, -3.16390596212E+001, +0.00000000000E+000
+1.98458803588E+007, -3.15534593343E+001, +0.00000000000E+000
+1.99511197965E+007, -3.14595398000E+001, +0.00000000000E+000
+2.00563592342E+007, -3.13704493303E+001, +0.00000000000E+000
+2.01615986719E+007, -3.12843653831E+001, +0.00000000000E+000
+2.02668381096E+007, -3.11905121844E+001, +0.00000000000E+000
+2.03720775474E+007, -3.10998202062E+001, +0.00000000000E+000
+2.04773169851E+007, -3.10170048650E+001, +0.00000000000E+000
+2.05825564228E+007, -3.09303185875E+001, +0.00000000000E+000
+2.06877958605E+007, -3.08455145321E+001, +0.00000000000E+000
+2.07930352982E+007, -3.07527680264E+001, +0.00000000000E+000
+2.08982747359E+007, -3.06682787812E+001, +0.00000000000E+000
+2.10035141737E+007, -3.05845059929E+001, +0.00000000000E+000
+2.11087536114E+007, -3.04960257357E+001, +0.00000000000E+000
+2.12139930491E+007, -3.04122644293E+001, +0.00000000000E+000
+2.13192324868E+007, -3.03281326128E+001, +0.00000000000E+000
+2.14244719245E+007, -3.02444609081E+001, +0.00000000000E+000
+2.15297113623E+007, -3.01616200922E+001, +0.00000000000E+000
+2.16349508000E+007, -3.00818101339E+001, +0.00000000000E+000
+2.17401902377E+007, -2.99928343989E+001, +0.00000000000E+000
+2.18454296754E+007, -2.99117416264E+001, +0.00000000000E+000
+2.19506691131E+007, -2.98300683496E+001, +0.00000000000E+000
+2.20559085509E+007, -2.97490597028E+001, +0.00000000000E+000
+2.21611479886E+007, -2.96666384010E+001, +0.00000000000E+000
+2.22663874263E+007, -2.95837316049E+001, +0.00000000000E+000
+2.23716268640E+007, -2.95048218524E+001, +0.00000000000E+000
+2.24768663017E+007, -2.94302840415E+001, +0.00000000000E+000
+2.25821057394E+007, -2.93449067587E+001, +0.00000000000E+000
+2.26873451772E+007, -2.92597612976E+001, +0.00000000000E+000
+2.27925846149E+007, -2.91856310550E+001, +0.00000000000E+000
+2.28978240526E+007, -2.91071927904E+001, +0.00000000000E+000
+2.30030634903E+007, -2.90255792691E+001, +0.00000000000E+000
+2.31083029280E+007, -2.89502131748E+001, +0.00000000000E+000
+2.32135423658E+007, -2.88777537456E+001, +0.00000000000E+000
+2.33187818035E+007, -2.87964123461E+001, +0.00000000000E+000
+2.34240212412E+007, -2.87165197412E+001, +0.00000000000E+000
+2.35292606789E+007, -2.86406709333E+001, +0.00000000000E+000
+2.36345001166E+007, -2.85653663413E+001, +0.00000000000E+000
+2.37397395544E+007, -2.84899622856E+001, +0.00000000000E+000
+2.38449789921E+007, -2.84124312972E+001, +0.00000000000E+000
+2.39502184298E+007, -2.83373849540E+001, +0.00000000000E+000
+2.40554578675E+007, -2.82641483546E+001, +0.00000000000E+000
+2.41606973052E+007, -2.81872044645E+001, +0.00000000000E+000
+2.42659367429E+007, -2.81148055225E+001, +0.00000000000E+000
+2.43711761807E+007, -2.80365067182E+001, +0.00000000000E+000
+2.44764156184E+007, -2.79669859427E+001, +0.00000000000E+000
+2.45816550561E+007, -2.78933681203E+001, +0.00000000000E+000
+2.46868944938E+007, -2.78224612878E+001, +0.00000000000E+000
+2.47921339315E+007, -2.77554191448E+001, +0.00000000000E+000
+2.48973733693E+007, -2.76768468797E+001, +0.00000000000E+000
+2.50026128070E+007, -2.76039188710E+001, +0.00000000000E+000
+2.51078522447E+007, -2.75352805482E+001, +0.00000000000E+000
+2.52130916824E+007, -2.74651128699E+001, +0.00000000000E+000
+2.53183311201E+007, -2.73915884733E+001, +0.00000000000E+000
+2.54235705578E+007, -2.73160534222E+001, +0.00000000000E+000
+2.55288099956E+007, -2.72472245184E+001, +0.00000000000E+000
+2.56340494333E+007, -2.71794026088E+001, +0.00000000000E+000
+2.57392888710E+007, -2.70973428794E+001, +0.00000000000E+000
+2.58445283087E+007, -2.70290919503E+001, +0.00000000000E+000
+2.59497677464E+007, -2.69677257928E+001, +0.00000000000E+000
+2.60550071842E+007, -2.68953591566E+001, +0.00000000000E+000
+2.61602466219E+007, -2.68294352827E+001, +0.00000000000E+000
+2.62654860596E+007, -2.67606632151E+001, +0.00000000000E+000
+2.63707254973E+007, -2.66921183365E+001, +0.00000000000E+000
+2.64759649350E+007, -2.66219017086E+001, +0.00000000000E+000
+2.65812043728E+007, -2.65540616739E+001, +0.00000000000E+000
+2.66864438105E+007, -2.64932321120E+001, +0.00000000000E+000
+2.67916832482E+007, -2.64214182246E+001, +0.00000000000E+000
+2.69153480393E+007, -2.63419474755E+001, +0.00000000000E+000
+2.70616076803E+007, -2.62409992320E+001, +0.00000000000E+000
+2.72078673213E+007, -2.61524288538E+001, +0.00000000000E+000
+2.73541269623E+007, -2.60603293873E+001, +0.00000000000E+000
+2.75003866033E+007, -2.59695140395E+001, +0.00000000000E+000
+2.76466462443E+007, -2.58797651213E+001, +0.00000000000E+000
+2.77929058853E+007, -2.57890867175E+001, +0.00000000000E+000
+2.79391655263E+007, -2.57002451097E+001, +0.00000000000E+000
+2.80854251673E+007, -2.56098741347E+001, +0.00000000000E+000
+2.82316848083E+007, -2.55255743413E+001, +0.00000000000E+000
+2.83779444493E+007, -2.54360949510E+001, +0.00000000000E+000
+2.85242040903E+007, -2.53444638600E+001, +0.00000000000E+000
+2.86704637313E+007, -2.52562335547E+001, +0.00000000000E+000
+2.88167233724E+007, -2.51744132408E+001, +0.00000000000E+000
+2.89629830134E+007, -2.50782980471E+001, +0.00000000000E+000
+2.91092426544E+007, -2.49911489542E+001, +0.00000000000E+000
+2.92555022954E+007, -2.49099910417E+001, +0.00000000000E+000
+2.94017619364E+007, -2.48211843257E+001, +0.00000000000E+000
+2.95480215774E+007, -2.47377975612E+001, +0.00000000000E+000
+2.96942812184E+007, -2.46544450859E+001, +0.00000000000E+000
+2.98405408594E+007, -2.45653945013E+001, +0.00000000000E+000
+2.99868005004E+007, -2.44830812432E+001, +0.00000000000E+000
+3.01330601414E+007, -2.43965103732E+001, +0.00000000000E+000
+3.02793197824E+007, -2.43121294614E+001, +0.00000000000E+000
+3.04255794234E+007, -2.42293773708E+001, +0.00000000000E+000
+3.05718390644E+007, -2.41501166055E+001, +0.00000000000E+000
+3.07180987054E+007, -2.40713616796E+001, +0.00000000000E+000
+3.08643583464E+007, -2.39880003958E+001, +0.00000000000E+000
+3.10106179874E+007, -2.39050246627E+001, +0.00000000000E+000
+3.11568776285E+007, -2.38268620693E+001, +0.00000000000E+000
+3.13031372695E+007, -2.37473858419E+001, +0.00000000000E+000
+3.14493969105E+007, -2.36582830358E+001, +0.00000000000E+000
+3.15956565515E+007, -2.35780493273E+001, +0.00000000000E+000
+3.17419161925E+007, -2.35044687983E+001, +0.00000000000E+000
+3.18881758335E+007, -2.34272689713E+001, +0.00000000000E+000
+3.20344354745E+007, -2.33401450780E+001, +0.00000000000E+000
+3.21806951155E+007, -2.32630211492E+001, +0.00000000000E+000
+3.23269547565E+007, -2.31862736255E+001, +0.00000000000E+000
+3.24732143975E+007, -2.31088018428E+001, +0.00000000000E+000
+3.26194740385E+007, -2.30241679638E+001, +0.00000000000E+000
+3.27657336795E+007, -2.29475398005E+001, +0.00000000000E+000
+3.29119933205E+007, -2.28733592864E+001, +0.00000000000E+000
+3.30582529615E+007, -2.27978351733E+001, +0.00000000000E+000
+3.32045126025E+007, -2.27194167360E+001, +0.00000000000E+000
+3.33507722436E+007, -2.26395861288E+001, +0.00000000000E+000
+3.34970318846E+007, -2.25657754941E+001, +0.00000000000E+000
+3.36432915256E+007, -2.24894750140E+001, +0.00000000000E+000
+3.37895511666E+007, -2.24192255140E+001, +0.00000000000E+000
+3.39358108076E+007, -2.23362163791E+001, +0.00000000000E+000
+3.40820704486E+007, -2.22663175221E+001, +0.00000000000E+000
+3.42283300896E+007, -2.21930648207E+001, +0.00000000000E+000
+3.43745897306E+007, -2.21099705570E+001, +0.00000000000E+000
+3.45208493716E+007, -2.20383287825E+001, +0.00000000000E+000
+3.46671090126E+007, -2.19590748851E+001, +0.00000000000E+000
+3.48133686536E+007, -2.18918749268E+001, +0.00000000000E+000
+3.49596282946E+007, -2.18173952524E+001, +0.00000000000E+000
+3.51058879356E+007, -2.17459667957E+001, +0.00000000000E+000
+3.52521475766E+007, -2.16696364017E+001, +0.00000000000E+000
+3.53984072176E+007, -2.15996650263E+001, +0.00000000000E+000
+3.55446668586E+007, -2.15274071286E+001, +0.00000000000E+000
+3.56909264997E+007, -2.14559451811E+001, +0.00000000000E+000
+3.58371861407E+007, -2.13800450171E+001, +0.00000000000E+000
+3.59834457817E+007, -2.13096270320E+001, +0.00000000000E+000
+3.61297054227E+007, -2.12391777970E+001, +0.00000000000E+000
+3.62759650637E+007, -2.11650960362E+001, +0.00000000000E+000
+3.64222247047E+007, -2.10983469407E+001, +0.00000000000E+000
+3.65684843457E+007, -2.10291843751E+001, +0.00000000000E+000
+3.67147439867E+007, -2.09560495980E+001, +0.00000000000E+000
+3.68610036277E+007, -2.08850387785E+001, +0.00000000000E+000
+3.70072632687E+007, -2.08216024414E+001, +0.00000000000E+000
+3.71535229097E+007, -2.07453985634E+001, +0.00000000000E+000
+3.73250157796E+007, -2.06665180190E+001, +0.00000000000E+000
+3.75283350389E+007, -2.05703347908E+001, +0.00000000000E+000
+3.77316542983E+007, -2.04725084328E+001, +0.00000000000E+000
+3.79349735577E+007, -2.03754575354E+001, +0.00000000000E+000
+3.81382928171E+007, -2.02847474705E+001, +0.00000000000E+000
+3.83416120764E+007, -2.01887505565E+001, +0.00000000000E+000
+3.85449313358E+007, -2.00913183062E+001, +0.00000000000E+000
+3.87482505952E+007, -1.99980932646E+001, +0.00000000000E+000
+3.89515698546E+007, -1.99085130945E+001, +0.00000000000E+000
+3.91548891139E+007, -1.98168426446E+001, +0.00000000000E+000
+3.93582083733E+007, -1.97239029135E+001, +0.00000000000E+000
+3.95615276327E+007, -1.96299949240E+001, +0.00000000000E+000
+3.97648468920E+007, -1.95361243149E+001, +0.00000000000E+000
+3.99681661514E+007, -1.94453274090E+001, +0.00000000000E+000
+4.01714854108E+007, -1.93533542922E+001, +0.00000000000E+000
+4.03748046702E+007, -1.92622493327E+001, +0.00000000000E+000
+4.05781239295E+007, -1.91665419894E+001, +0.00000000000E+000
+4.07814431889E+007, -1.90798671807E+001, +0.00000000000E+000
+4.09847624483E+007, -1.89918753436E+001, +0.00000000000E+000
+4.11880817077E+007, -1.88994812179E+001, +0.00000000000E+000
+4.13914009670E+007, -1.88141264346E+001, +0.00000000000E+000
+4.15947202264E+007, -1.87213522695E+001, +0.00000000000E+000
+4.17980394858E+007, -1.86338658570E+001, +0.00000000000E+000
+4.20013587452E+007, -1.85426514187E+001, +0.00000000000E+000
+4.22046780045E+007, -1.84652911800E+001, +0.00000000000E+000
+4.24079972639E+007, -1.83698409376E+001, +0.00000000000E+000
+4.26113165233E+007, -1.82833823930E+001, +0.00000000000E+000
+4.28146357826E+007, -1.81983911387E+001, +0.00000000000E+000
+4.30179550420E+007, -1.81052601732E+001, +0.00000000000E+000
+4.32212743014E+007, -1.80288407290E+001, +0.00000000000E+000
+4.34245935608E+007, -1.79334958287E+001, +0.00000000000E+000
+4.36279128201E+007, -1.78509068763E+001, +0.00000000000E+000
+4.38312320795E+007, -1.77583506599E+001, +0.00000000000E+000
+4.40345513389E+007, -1.76755369572E+001, +0.00000000000E+000
+4.42378705983E+007, -1.75970244198E+001, +0.00000000000E+000
+4.44411898576E+007, -1.75067243982E+001, +0.00000000000E+000
+4.46445091170E+007, -1.74230131557E+001, +0.00000000000E+000
+4.48478283764E+007, -1.73382146160E+001, +0.00000000000E+000
+4.50511476357E+007, -1.72564219765E+001, +0.00000000000E+000
+4.52544668951E+007, -1.71741615502E+001, +0.00000000000E+000
+4.54577861545E+007, -1.70902026813E+001, +0.00000000000E+000
+4.56611054139E+007, -1.70036483844E+001, +0.00000000000E+000
+4.58644246732E+007, -1.69249303904E+001, +0.00000000000E+000
+4.60677439326E+007, -1.68411795497E+001, +0.00000000000E+000
+4.62710631920E+007, -1.67597369275E+001, +0.00000000000E+000
+4.64743824514E+007, -1.66779071349E+001, +0.00000000000E+000
+4.66777017107E+007, -1.65978050552E+001, +0.00000000000E+000
+4.68810209701E+007, -1.65061778815E+001, +0.00000000000E+000
+4.70843402295E+007, -1.64302153148E+001, +0.00000000000E+000
+4.72876594889E+007, -1.63475589209E+001, +0.00000000000E+000
+4.74909787482E+007, -1.62696979982E+001, +0.00000000000E+000
+4.76942980076E+007, -1.61850947854E+001, +0.00000000000E+000
+4.78976172670E+007, -1.61055071029E+001, +0.00000000000E+000
+4.81009365263E+007, -1.60221182705E+001, +0.00000000000E+000
+4.83042557857E+007, -1.59478138011E+001, +0.00000000000E+000
+4.85075750451E+007, -1.58632714121E+001, +0.00000000000E+000
+4.87108943045E+007, -1.57767079026E+001, +0.00000000000E+000
+4.89142135638E+007, -1.57013911793E+001, +0.00000000000E+000
+4.91175328232E+007, -1.56326570662E+001, +0.00000000000E+000
+4.93208520826E+007, -1.55421207136E+001, +0.00000000000E+000
+4.95241713420E+007, -1.54643425348E+001, +0.00000000000E+000
+4.97274906013E+007, -1.53868777489E+001, +0.00000000000E+000
+4.99308098607E+007, -1.53078630845E+001, +0.00000000000E+000
+5.01341291201E+007, -1.52316434639E+001, +0.00000000000E+000
+5.03374483794E+007, -1.51481507201E+001, +0.00000000000E+000
+5.05407676388E+007, -1.50703626387E+001, +0.00000000000E+000
+5.07440868982E+007, -1.50013610944E+001, +0.00000000000E+000
+5.09474061576E+007, -1.49162347885E+001, +0.00000000000E+000
+5.11507254169E+007, -1.48319527698E+001, +0.00000000000E+000
+5.13540446763E+007, -1.47689447130E+001, +0.00000000000E+000
+5.15573639357E+007, -1.46889346246E+001, +0.00000000000E+000
+5.17606831951E+007, -1.46112272450E+001, +0.00000000000E+000
+5.19995996534E+007, -1.45249121140E+001, +0.00000000000E+000
+5.22821686458E+007, -1.44165294036E+001, +0.00000000000E+000
+5.25647376383E+007, -1.43070956243E+001, +0.00000000000E+000
+5.28473066308E+007, -1.42067895655E+001, +0.00000000000E+000
+5.31298756233E+007, -1.40986798010E+001, +0.00000000000E+000
+5.34124446158E+007, -1.39992499849E+001, +0.00000000000E+000
+5.36950136082E+007, -1.38866273117E+001, +0.00000000000E+000
+5.39775826007E+007, -1.37870512956E+001, +0.00000000000E+000
+5.42601515932E+007, -1.36788124796E+001, +0.00000000000E+000
+5.45427205857E+007, -1.35758325776E+001, +0.00000000000E+000
+5.48252895782E+007, -1.34835914522E+001, +0.00000000000E+000
+5.51078585707E+007, -1.33782573905E+001, +0.00000000000E+000
+5.53904275631E+007, -1.32729665130E+001, +0.00000000000E+000
+5.56729965556E+007, -1.31676692189E+001, +0.00000000000E+000
+5.59555655481E+007, -1.30653291920E+001, +0.00000000000E+000
+5.62381345406E+007, -1.29715991691E+001, +0.00000000000E+000
+5.65207035331E+007, -1.28692187139E+001, +0.00000000000E+000
+5.68032725256E+007, -1.27722397169E+001, +0.00000000000E+000
+5.70858415180E+007, -1.26672988727E+001, +0.00000000000E+000
+5.73684105105E+007, -1.25720793092E+001, +0.00000000000E+000
+5.76509795030E+007, -1.24710059199E+001, +0.00000000000E+000
+5.79335484955E+007, -1.23680291903E+001, +0.00000000000E+000
+5.82161174880E+007, -1.22770188895E+001, +0.00000000000E+000
+5.84986864805E+007, -1.21724468343E+001, +0.00000000000E+000
+5.87812554729E+007, -1.20766564137E+001, +0.00000000000E+000
+5.90638244654E+007, -1.19780118789E+001, +0.00000000000E+000
+5.93463934579E+007, -1.18792126131E+001, +0.00000000000E+000
+5.96289624504E+007, -1.17851676413E+001, +0.00000000000E+000
+5.99115314429E+007, -1.16948774969E+001, +0.00000000000E+000
+6.01941004353E+007, -1.15948402419E+001, +0.00000000000E+000
+6.04766694278E+007, -1.14965558116E+001, +0.00000000000E+000
+6.07592384203E+007, -1.14089499811E+001, +0.00000000000E+000
+6.10418074128E+007, -1.13183680447E+001, +0.00000000000E+000
+6.13243764053E+007, -1.12132667830E+001, +0.00000000000E+000
+6.16069453978E+007, -1.11231621607E+001, +0.00000000000E+000
+6.18895143902E+007, -1.10284876289E+001, +0.00000000000E+000
+6.21720833827E+007, -1.09324816018E+001, +0.00000000000E+000
+6.24546523752E+007, -1.08477218778E+001, +0.00000000000E+000
+6.27372213677E+007, -1.07514719515E+001, +0.00000000000E+000
+6.30197903602E+007, -1.06630239971E+001, +0.00000000000E+000
+6.33023593527E+007, -1.05696959132E+001, +0.00000000000E+000
+6.35849283451E+007, -1.04815507256E+001, +0.00000000000E+000
+6.38674973376E+007, -1.03872090446E+001, +0.00000000000E+000
+6.41500663301E+007, -1.02961933608E+001, +0.00000000000E+000
+6.44326353226E+007, -1.02224243015E+001, +0.00000000000E+000
+6.47152043151E+007, -1.01291420574E+001, +0.00000000000E+000
+6.49977733076E+007, -1.00433318544E+001, +0.00000000000E+000
+6.52803423000E+007, -9.95722981641E+000, +0.00000000000E+000
+6.55629112925E+007, -9.87119261252E+000, +0.00000000000E+000
+6.58454802850E+007, -9.78383945871E+000, +0.00000000000E+000
+6.61280492775E+007, -9.68948539920E+000, +0.00000000000E+000
+6.64106182700E+007, -9.62183683868E+000, +0.00000000000E+000
+6.66931872624E+007, -9.53228606369E+000, +0.00000000000E+000
+6.69757562549E+007, -9.44525330064E+000, +0.00000000000E+000
+6.72583252474E+007, -9.36133115873E+000, +0.00000000000E+000
+6.75408942399E+007, -9.27506245624E+000, +0.00000000000E+000
+6.78234632324E+007, -9.20255139823E+000, +0.00000000000E+000
+6.81060322249E+007, -9.11991942216E+000, +0.00000000000E+000
+6.83886012173E+007, -9.03739448068E+000, +0.00000000000E+000
+6.86711702098E+007, -8.96057725257E+000, +0.00000000000E+000
+6.89537392023E+007, -8.88779674881E+000, +0.00000000000E+000
+6.92363081948E+007, -8.80726701235E+000, +0.00000000000E+000
