x-axis,2
second,Volt
-100.000E-06,+1.625000000E+00
-99.900E-06,+1.966708539E+00
-99.800E-06,+2.047110548E+00
-99.700E-06,+2.383076087E+00
-99.600E-06,+2.449120594E+00
-99.500E-06,+2.586952610E+00
-99.400E-06,+2.658740118E+00
-99.300E-06,+2.790829133E+00
-99.200E-06,+2.868359642E+00
-99.100E-06,+2.871231142E+00
-99.000E-06,+3.072236165E+00
-98.900E-06,+3.077979166E+00
-98.800E-06,+3.075107666E+00
-98.700E-06,+3.092336668E+00
-98.600E-06,+3.092336668E+00
-98.500E-06,+3.092336668E+00
-98.400E-06,+3.092336668E+00
-98.300E-06,+3.098079668E+00
-98.200E-06,+3.086593667E+00
-98.100E-06,+3.095208168E+00
-98.000E-06,+3.092336668E+00
-97.900E-06,+3.092336668E+00
-97.800E-06,+2.882717144E+00
-97.700E-06,+2.871231142E+00
-97.600E-06,+2.675969120E+00
-97.500E-06,+2.675969120E+00
-97.400E-06,+2.486450098E+00
-97.300E-06,+2.449120594E+00
-97.200E-06,+2.047110548E+00
-97.100E-06,+2.038496047E+00
-97.000E-06,+1.759960515E+00
-96.900E-06,+1.645100502E+00
-96.800E-06,+1.645100502E+00
-96.700E-06,+1.627871500E+00
-96.600E-06,+1.590541996E+00
-96.500E-06,+1.222989954E+00
-96.400E-06,+1.234475955E+00
-96.300E-06,+820.979908E-03
-96.200E-06,+815.236907E-03
-96.100E-06,+599.874383E-03
-96.000E-06,+582.645381E-03
-95.900E-06,+398.869360E-03
-95.800E-06,+398.869360E-03
-95.700E-06,+206.478838E-03
-95.600E-06,+232.322341E-03
-95.500E-06,+192.121336E-03
-95.400E-06,+197.864337E-03
-95.300E-06,+197.864337E-03
-95.200E-06,+209.350338E-03
-95.100E-06,+217.964839E-03
-95.000E-06,+209.350338E-03
-94.900E-06,+180.635335E-03
-94.800E-06,+183.506835E-03
-94.700E-06,+197.864337E-03
-94.600E-06,+200.735837E-03
-94.500E-06,+286.880847E-03
-94.400E-06,+378.768858E-03
-94.300E-06,+390.254859E-03
-94.200E-06,+602.745883E-03
-94.100E-06,+614.231884E-03
-94.000E-06,+820.979908E-03
-93.900E-06,+803.750906E-03
-93.800E-06,+1.231604455E+00
-93.700E-06,+1.222989954E+00
-93.600E-06,+1.616385499E+00
-93.500E-06,+1.625000000E+00
-93.400E-06,+1.639357502E+00
-93.300E-06,+1.625000000E+00
-93.200E-06,+2.044239048E+00
-93.100E-06,+2.049982049E+00
-93.000E-06,+2.408919590E+00
-92.900E-06,+2.480707098E+00
-92.800E-06,+2.650125617E+00
-92.700E-06,+2.675969120E+00
-92.600E-06,+2.836773138E+00
-92.500E-06,+2.871231142E+00
-92.400E-06,+2.988962656E+00
-92.300E-06,+3.092336668E+00
-92.200E-06,+3.092336668E+00
-92.100E-06,+3.092336668E+00
-92.000E-06,+3.092336668E+00
-91.900E-06,+3.077979166E+00
-91.800E-06,+3.072236165E+00
-91.700E-06,+3.092336668E+00
-91.600E-06,+3.112437170E+00
-91.500E-06,+3.063621664E+00
-91.400E-06,+3.089465167E+00
-91.300E-06,+3.092336668E+00
-91.200E-06,+3.077979166E+00
-91.100E-06,+2.891331645E+00
-91.000E-06,+2.879845643E+00
-90.900E-06,+2.670226119E+00
-90.800E-06,+2.681712121E+00
-90.700E-06,+2.489321599E+00
-90.600E-06,+2.469221096E+00
-90.500E-06,+2.041367548E+00
-90.400E-06,+2.047110548E+00
-90.300E-06,+1.676687006E+00
-90.200E-06,+1.625000000E+00
-90.100E-06,+1.636486001E+00
-90.000E-06,+1.645100502E+00
-89.900E-06,+1.645100502E+00
-89.800E-06,+1.208632452E+00
-89.700E-06,+1.205760952E+00
-89.600E-06,+869.795414E-03
-89.500E-06,+820.979908E-03
-89.400E-06,+812.365407E-03
-89.300E-06,+602.745883E-03
-89.200E-06,+614.231884E-03
-89.100E-06,+427.584363E-03
-89.000E-06,+398.869360E-03
-88.900E-06,+390.254859E-03
-88.800E-06,+177.763835E-03
-88.700E-06,+177.763835E-03
-88.600E-06,+197.864337E-03
-88.500E-06,+197.864337E-03
-88.400E-06,+192.121336E-03
-88.300E-06,+194.992837E-03
-88.200E-06,+186.378336E-03
-88.100E-06,+197.864337E-03
-88.000E-06,+200.735837E-03
-87.900E-06,+180.635335E-03
-87.800E-06,+212.221839E-03
-87.700E-06,+192.121336E-03
-87.600E-06,+197.864337E-03
-87.500E-06,+189.249836E-03
-87.400E-06,+298.366848E-03
-87.300E-06,+407.483861E-03
-87.200E-06,+384.511858E-03
-87.100E-06,+585.516881E-03
-87.000E-06,+608.488884E-03
-86.900E-06,+631.460886E-03
-86.800E-06,+798.007905E-03
-86.700E-06,+820.979908E-03
-86.600E-06,+1.211503953E+00
-86.500E-06,+1.240218956E+00
-86.400E-06,+1.449838480E+00
-86.300E-06,+1.625000000E+00
-86.200E-06,+1.639357502E+00
